0,0,0,122,31,192,168,1,1,32,1,10,1,10,18,False
0,0,0,23,32,192,168,1,1,32,1,10,1,10,18,False
0,0,0,119,32,192,168,1,1,32,1,10,1,10,15,False
0,0,0,31,32,192,168,1,1,32,1,10,1,10,20,False
0,0,0,3,32,192,168,1,1,32,1,10,1,10,19,False
0,0,0,13,32,192,168,1,1,32,1,10,1,10,16,False
0,0,0,88,29,192,168,1,1,32,1,10,1,10,18,False
0,0,0,12,30,192,168,1,1,32,1,10,1,10,16,False
0,0,0,8,29,192,168,1,1,32,1,10,1,10,19,False
0,0,0,27,32,192,168,1,1,32,1,10,1,10,18,False
0,0,0,4,30,192,168,1,1,32,1,10,1,10,16,False
0,0,0,29,32,192,168,1,1,32,1,10,1,10,17,False
0,0,0,55,32,192,168,1,1,32,1,10,1,10,18,False
0,0,0,83,32,192,168,1,1,32,1,10,1,10,15,False
0,0,0,1,32,192,168,1,1,32,1,10,1,10,18,False
0,0,0,8,29,192,168,1,1,32,1,10,1,10,18,False
0,0,0,114,31,192,168,1,1,32,1,10,1,10,18,False
0,0,0,93,32,192,168,1,1,32,1,10,1,10,18,False
0,0,0,70,31,192,168,1,1,32,1,10,1,10,20,False
0,0,0,84,30,192,168,1,1,32,1,10,1,10,19,False
0,0,0,35,32,192,168,1,1,32,1,10,1,10,20,False
0,0,0,121,32,192,168,1,1,32,1,10,1,10,16,False
0,0,0,64,26,192,168,1,1,32,1,10,1,10,15,False
0,0,0,107,32,192,168,1,1,32,1,10,1,10,18,False
0,0,0,53,32,192,168,1,1,32,1,10,1,10,18,False
0,0,0,12,30,192,168,1,1,32,1,10,1,10,18,False
0,0,0,71,32,192,168,1,1,32,1,10,1,10,20,False
0,0,0,9,32,192,168,1,1,32,1,10,1,10,17,False
0,0,0,26,31,192,168,1,1,32,1,10,1,10,18,False
0,0,0,119,32,192,168,1,1,32,1,10,1,10,16,False
0,0,0,36,30,192,168,1,1,32,1,10,1,10,18,False
0,0,0,75,32,192,168,1,1,32,1,10,1,10,17,False
0,0,0,53,32,192,168,1,1,32,1,10,1,10,19,False
0,0,0,73,32,192,168,1,1,32,1,10,1,10,18,False
0,0,0,94,31,192,168,1,1,32,1,10,1,10,18,False
0,0,0,71,32,192,168,1,1,32,1,10,1,10,18,False
0,0,0,74,31,192,168,1,1,32,1,10,1,10,18,False
0,0,0,79,32,192,168,1,1,32,1,10,1,10,16,False
0,0,0,101,32,192,168,1,1,32,1,10,1,10,17,False
0,0,0,107,32,192,168,1,1,32,1,10,1,10,17,False
0,0,0,23,32,192,168,1,1,32,1,10,1,10,17,False
0,0,0,35,32,192,168,1,1,32,1,10,1,10,15,False
0,0,0,89,32,192,168,1,1,32,1,10,1,10,17,False
0,0,0,51,32,192,168,1,1,32,1,10,1,10,17,False
0,0,0,99,32,192,168,1,1,32,1,10,1,10,16,False
0,0,0,58,31,192,168,1,1,32,1,10,1,10,15,False
0,0,0,52,30,192,168,1,1,32,1,10,1,10,16,False
0,0,0,117,32,192,168,1,1,32,1,10,1,10,15,False
0,0,0,77,32,192,168,1,1,32,1,10,1,10,18,False
0,0,0,103,32,192,168,1,1,32,1,10,1,10,20,False
0,0,0,72,29,192,168,1,1,32,1,10,1,10,17,False
0,0,0,21,32,192,168,1,1,32,1,10,1,10,15,False
0,0,0,22,31,192,168,1,1,32,1,10,1,10,18,False
0,0,0,81,32,192,168,1,1,32,1,10,1,10,19,False
0,0,0,128,25,192,168,1,1,32,1,10,1,10,16,False
0,0,0,62,31,192,168,1,1,32,1,10,1,10,20,False
0,0,0,18,31,192,168,1,1,32,1,10,1,10,17,False
0,0,0,28,30,192,168,1,1,32,1,10,1,10,17,False
0,0,0,45,32,192,168,1,1,32,1,10,1,10,17,False
0,0,0,61,32,192,168,1,1,32,1,10,1,10,19,False
0,0,0,43,32,192,168,1,1,32,1,10,1,10,18,False
0,0,0,0,25,192,168,1,1,32,1,10,1,10,1,False
